 TIME                    	Twb                      	Tcw                      	Tchw                     	Twind                    	Td                       	Gcw                      	Gchw                     	Qfuhe                    	PUE                      	
 8153.50    -2.68    18.43    20.45    26.35    10.80     1.00     1.00    80.05     1.29
 8153.67    -2.75    18.39    20.40    26.30    10.81     1.00     1.00    80.05     1.29
 8153.83    -2.81    18.35    20.36    26.26    10.80     1.00     1.00    80.05     1.29
 8154.00    -2.88    18.31    20.32    26.22    10.80     1.00     1.00    80.05     1.29
 8154.17    -2.95    18.28    20.28    26.18    10.80     1.00     1.00    80.05     1.29
 8154.33    -3.03    18.25    20.25    26.15    10.80     1.00     1.00    80.05     1.29
 8154.50    -3.11    18.21    20.21    26.11    10.80     1.00     1.00    80.05     1.29
 8154.67    -3.18    18.18    20.18    26.08    10.80     1.00     1.00    80.05     1.29
 8154.83    -3.26    18.14    20.15    26.05    10.80     1.00     1.00    80.05     1.29
 8155.00    -3.34    18.11    20.11    26.01    10.80     1.00     1.00    80.06     1.29
 8155.17    -3.40    18.08    20.08    25.98    10.80     1.00     1.00    80.06     1.29
 8155.33    -3.45    18.05    20.05    25.95    10.80     1.00     1.00    80.06     1.29
 8155.50    -3.49    18.02    20.02    25.92    10.80     1.00     1.00    80.06     1.29
 8155.67    -3.54    17.99    19.99    25.89    10.80     1.00     1.00    80.07     1.29
 8155.83    -3.59    17.96    19.97    25.86    10.80     1.00     1.00    80.07     1.29
 8156.00    -3.92    17.92    19.93    25.83    10.81     1.00     1.00    80.07     1.29
 8156.17    -3.96    17.87    19.88    25.78    10.81     1.00     1.00    80.08     1.29
 8156.33    -4.01    17.83    19.84    25.74    10.81     1.00     1.00    80.09     1.29
 8156.50    -4.06    17.80    19.80    25.70    10.81     1.00     1.00    80.09     1.29
 8156.67    -4.11    17.77    19.77    25.67    10.81     1.00     1.00    80.10     1.29
 8156.83    -4.16    17.74    19.74    25.64    10.81     1.00     1.00    80.11     1.29
 8157.00    -4.21    17.71    19.71    25.61    10.81     1.00     1.00    80.12     1.29
 8157.17    -4.28    17.68    19.68    25.58    10.81     1.00     1.00    80.13     1.29
 8157.33    -4.37    17.65    19.65    25.55    10.81     1.00     1.00    80.15     1.29
 8157.50    -4.46    17.62    19.62    25.52    10.82     1.00     1.00    80.16     1.29
 8157.67    -4.55    17.58    19.59    25.49    10.82     1.00     1.00    80.18     1.29
 8157.83    -4.65    17.55    19.55    25.46    10.82     1.00     1.00    80.20     1.29
 8158.00    -4.74    17.51    19.52    25.42    10.83     1.00     1.00    80.22     1.29
 8158.17    -4.81    17.48    19.48    25.39    10.83     1.00     1.00    80.25     1.29
 8158.33    -4.87    17.44    19.45    25.36    10.83     1.00     1.00    80.28     1.29
 8158.50    -4.94    17.41    19.42    25.33    10.84     1.00     1.00    80.32     1.29
 8158.67    -5.00    17.38    19.39    25.30    10.84     1.00     1.00    80.36     1.29
 8158.83    -5.06    17.35    19.36    25.27    10.84     1.00     1.00    80.41     1.29
 8159.00    -5.12    17.32    19.33    25.24    10.85     1.00     1.00    80.46     1.29
 8159.17    -5.17    17.29    19.29    25.22    10.86     1.00     0.99    80.52     1.29
 8159.33    -5.19    17.26    19.25    25.20    10.86     1.00     0.97    80.59     1.29
 8159.50    -5.22    17.24    19.20    25.18    10.87     1.00     0.94    80.68     1.29
 8159.67    -5.25    17.22    19.13    25.17    10.88     1.00     0.90    80.77     1.28
 8159.83    -5.27    17.20    19.06    25.16    10.89     1.00     0.85    80.88     1.28
 8160.00    -5.30    17.18    18.98    25.16    10.89     1.00     0.80    81.00     1.28
 8160.17    -5.35    17.16    18.88    25.16    10.90     1.00     0.74    81.14     1.27
 8160.33    -5.41    17.14    18.76    25.20    10.94     1.00     0.68    81.30     1.27
 8160.50    -5.45    17.12    18.62    25.23    10.95     1.00     0.61    81.48     1.26
 8160.67    -5.49    17.10    18.46    25.28    10.96     1.00     0.54    81.68     1.26
 8160.83    -5.53    17.08    18.28    25.37    10.96     1.00     0.47    81.91     1.25
 8161.00    -5.58    17.06    18.11    25.48    10.96     1.00     0.42    82.17     1.25
 8161.17    -5.63    17.04    17.97    25.65    10.98     1.00     0.37    82.46     1.25
 8161.33    -5.68    17.02    17.85    25.81    11.02     1.00     0.34    82.78     1.24
 8161.50    -5.73    17.00    17.76    25.95    11.07     1.00     0.33    83.14     1.24
 8161.67    -5.79    16.98    17.68    26.09    11.12     1.00     0.31    83.54     1.24
 8161.83    -5.84    16.96    17.62    26.18    11.19     1.00     0.30    83.98     1.24
 8162.00    -5.90    16.94    17.61    26.23    11.27     1.00     0.30    84.47     1.24
 8162.17    -5.93    16.92    17.59    26.26    11.34     1.00     0.30    85.00     1.23
 8162.33    -5.94    16.90    17.58    26.30    11.41     1.00     0.30    85.57     1.23
 8162.50    -5.96    16.89    17.58    26.34    11.48     1.00     0.30    86.19     1.23
 8162.67    -5.96    16.88    17.57    26.39    11.56     1.00     0.30    86.85     1.23
 8162.83    -5.97    16.88    17.57    26.45    11.64     1.00     0.30    87.56     1.23
 8163.00    -5.97    16.87    17.57    26.51    11.72     1.00     0.30    88.31     1.22
 8163.17    -5.97    16.87    17.57    26.58    11.82     1.00     0.30    89.10     1.22
 8163.33    -5.98    16.87    17.58    26.66    11.91     1.00     0.30    89.92     1.22
 8163.50    -5.99    16.87    17.58    26.74    12.01     1.00     0.30    90.76     1.22
 8163.67    -5.99    16.87    17.59    26.82    12.12     1.00     0.30    91.63     1.22
 8163.83    -5.99    16.87    17.60    26.91    12.22     1.00     0.30    92.50     1.21
 8164.00    -5.99    16.88    17.61    27.00    12.33     1.00     0.30    93.38     1.21
 8164.17    -6.02    16.88    17.62    27.08    12.44     1.00     0.30    94.25     1.21
 8164.33    -6.07    16.88    17.63    27.18    12.52     1.00     0.30    95.10     1.21
 8164.50    -6.13    16.87    17.63    27.23    12.63     1.00     0.30    95.92     1.21
 8164.67    -6.19    16.87    17.63    27.31    12.73     1.00     0.30    96.69     1.21
 8164.83    -6.24    16.86    17.62    27.37    12.82     1.00     0.30    97.41     1.20
 8165.00    -6.29    16.85    17.62    27.43    12.91     1.00     0.30    98.05     1.20
 8165.17    -6.31    16.84    17.61    27.48    12.99     1.00     0.30    98.63     1.20
 8165.33    -6.29    16.83    17.61    27.53    13.06     1.00     0.30    99.11     1.20
 8165.50    -6.28    16.83    17.61    27.57    13.11     1.00     0.30    99.49     1.20
 8165.67    -6.25    16.83    17.62    27.61    13.16     1.00     0.30    99.77     1.20
 8165.83    -6.23    16.84    17.62    27.64    13.19     1.00     0.30    99.94     1.20
 8166.00    -6.21    16.84    17.63    27.66    13.21     1.00     0.30   100.00     1.20
 8166.17    -6.25    16.84    17.63    27.66    13.21     1.00     0.30    99.94     1.20
 8166.33    -6.34    16.84    17.62    27.65    13.21     1.00     0.30    99.77     1.20
 8166.50    -6.43    16.83    17.61    27.63    13.19     1.00     0.30    99.50     1.20
 8166.67    -6.53    16.80    17.59    27.58    13.16     1.00     0.30    99.11     1.20
 8166.83    -6.63    16.78    17.56    27.52    13.11     1.00     0.30    98.63     1.20
 8167.00    -6.72    16.75    17.53    27.44    13.05     1.00     0.30    98.06     1.20
 8167.17    -6.78    16.72    17.49    27.36    12.98     1.00     0.30    97.42     1.20
 8167.33    -6.81    16.69    17.46    27.27    12.90     1.00     0.30    96.70     1.21
 8167.50    -6.82    16.67    17.43    27.17    12.81     1.00     0.30    95.93     1.21
 8167.67    -6.81    16.65    17.41    27.11    12.71     1.00     0.30    95.11     1.21
 8167.83    -6.80    16.64    17.39    27.01    12.61     1.00     0.30    94.26     1.21
 8168.00    -6.78    16.63    17.37    26.92    12.50     1.00     0.30    93.39     1.21
 8168.17    -6.76    16.62    17.36    26.81    12.42     1.00     0.30    92.52     1.21
 8168.33    -6.69    16.62    17.35    26.72    12.31     1.00     0.30    91.64     1.22
 8168.50    -6.57    16.63    17.36    26.64    12.20     1.00     0.30    90.78     1.22
 8168.67    -6.41    16.65    17.37    26.58    12.09     1.00     0.30    89.93     1.22
 8168.83    -6.21    16.69    17.40    26.53    11.98     1.00     0.30    89.11     1.22
 8169.00    -5.98    16.74    17.45    26.50    11.87     1.00     0.30    88.32     1.22
 8169.17    -5.74    16.81    17.51    26.48    11.77     1.00     0.30    87.57     1.23
 8169.33    -5.42    16.89    17.58    26.48    11.67     1.00     0.30    86.86     1.23
 8169.50    -5.03    16.99    17.68    26.51    11.57     1.00     0.30    86.20     1.23
 8169.67    -4.64    17.11    17.79    26.56    11.48     1.00     0.30    85.58     1.23
 8169.83    -4.27    17.24    17.92    26.62    11.39     1.00     0.30    85.00     1.23
 8170.00    -3.99    17.38    18.05    26.70    11.32     1.00     0.30    84.48     1.24
 8170.17    -3.79    17.51    18.18    26.78    11.25     1.00     0.30    83.99     1.24
 8170.33    -3.32    17.64    18.30    26.87    11.19     1.00     0.30    83.55     1.24
 8170.50    -3.15    17.77    18.43    26.95    11.14     1.00     0.30    83.15     1.24
 8170.67    -3.00    17.88    18.54    27.03    11.09     1.00     0.30    82.79     1.24
 8170.83    -2.88    17.97    18.63    27.10    11.06     1.00     0.30    82.46     1.24
 8171.00    -2.80    18.05    18.71    27.15    11.02     1.00     0.30    82.17     1.24
 8171.17    -2.75    18.12    18.77    27.20    10.99     1.00     0.30    81.91     1.24
 8171.33    -2.70    18.17    18.82    27.23    10.97     1.00     0.30    81.68     1.24
 8171.50    -2.65    18.21    18.86    27.26    10.94     1.00     0.30    81.48     1.24
 8171.67    -2.61    18.25    18.90    27.28    10.92     1.00     0.30    81.30     1.24
 8171.83    -2.57    18.28    18.93    27.29    10.90     1.00     0.30    81.14     1.24
 8172.00    -2.53    18.31    18.96    27.31    10.89     1.00     0.30    81.00     1.25
 8172.17    -2.47    18.33    18.98    27.32    10.87     1.00     0.30    80.88     1.25
 8172.33    -2.41    18.36    19.01    27.34    10.86     1.00     0.30    80.77     1.25
 8172.50    -2.34    18.39    19.03    27.35    10.84     1.00     0.30    80.68     1.25
 8172.67    -2.28    18.41    19.06    27.37    10.83     1.00     0.30    80.59     1.25
 8172.83    -2.22    18.44    19.09    27.39    10.82     1.00     0.30    80.52     1.25
 8173.00    -2.16    18.47    19.11    27.41    10.81     1.00     0.30    80.46     1.25
 8173.17    -2.10    18.49    19.14    27.43    10.80     1.00     0.30    80.41     1.25
 8173.33    -2.05    18.52    19.16    27.45    10.80     1.00     0.30    80.36     1.25
 8173.50    -2.03    18.54    19.18    27.47    10.79     1.00     0.30    80.32     1.25
 8173.67    -2.02    18.56    19.20    27.48    10.79     1.00     0.30    80.28     1.25
 8173.83    -2.02    18.57    19.21    27.49    10.79     1.00     0.30    80.25     1.25
 8174.00    -2.05    18.57    19.22    27.50    10.79     1.00     0.30    80.22     1.25
 8174.17    -2.08    18.57    19.22    27.50    10.79     1.00     0.30    80.20     1.25
 8174.33    -2.13    18.56    19.21    27.48    10.77     1.00     0.30    80.18     1.25
 8174.50    -2.21    18.55    19.19    27.46    10.76     1.00     0.30    80.16     1.25
 8174.67    -2.30    18.53    19.17    27.44    10.76     1.00     0.30    80.15     1.25
 8174.83    -2.39    18.50    19.14    27.41    10.77     1.00     0.30    80.13     1.25
 8175.00    -2.46    18.47    19.11    27.38    10.77     1.00     0.30    80.12     1.25
 8175.17    -2.50    18.44    19.08    27.35    10.76     1.00     0.30    80.11     1.25
 8175.33    -2.52    18.41    19.05    27.32    10.76     1.00     0.30    80.10     1.25
 8175.50    -2.52    18.39    19.03    27.30    10.76     1.00     0.30    80.09     1.25
 8175.67    -2.52    18.38    19.02    27.29    10.78     1.00     0.30    80.09     1.25
 8175.83    -2.52    18.37    19.01    27.28    10.78     1.00     0.30    80.08     1.25
 8176.00    -2.56    18.35    19.00    27.27    10.78     1.00     0.30    80.07     1.25
 8176.17    -2.61    18.34    18.98    27.26    10.78     1.00     0.30    80.07     1.25
 8176.33    -2.68    18.32    18.96    27.24    10.78     1.00     0.30    80.07     1.25
 8176.50    -2.78    18.29    18.94    27.21    10.78     1.00     0.30    80.06     1.25
 8176.67    -2.88    18.26    18.90    27.17    10.76     1.00     0.30    80.06     1.25
 8176.83    -2.97    18.22    18.87    27.13    10.76     1.00     0.30    80.06     1.25
 8177.00    -3.05    18.18    18.83    27.10    10.76     1.00     0.30    80.06     1.25
 8177.17    -3.09    18.15    18.79    27.06    10.76     1.00     0.30    80.05     1.25
 8177.33    -3.14    18.11    18.76    27.03    10.78     1.00     0.30    80.05     1.25
 8177.50    -3.43    18.07    18.72    26.98    10.77     1.00     0.30    80.05     1.25
 8177.67    -3.47    18.02    18.67    26.95    10.79     1.00     0.30    80.05     1.25
 8177.83    -3.51    17.98    18.63    26.91    10.79     1.00     0.30    80.05     1.25
 8178.00    -3.54    17.95    18.59    26.87    10.79     1.00     0.30    80.05     1.25
 8178.17    -3.58    17.92    18.56    26.84    10.79     1.00     0.30    80.05     1.25
 8178.33    -3.63    17.89    18.54    26.81    10.79     1.00     0.30    80.05     1.25
 8178.50    -3.68    17.87    18.51    26.79    10.78     1.00     0.30    80.05     1.25
 8178.67    -3.72    17.84    18.49    26.76    10.78     1.00     0.30    80.05     1.25
 8178.83    -3.77    17.82    18.46    26.74    10.78     1.00     0.30    80.05     1.25
 8179.00    -3.83    17.80    18.44    26.71    10.78     1.00     0.30    80.06     1.25
 8179.17    -3.90    17.77    18.41    26.69    10.78     1.00     0.30    80.06     1.25
 8179.33    -4.00    17.74    18.38    26.66    10.79     1.00     0.30    80.06     1.25
 8179.50    -4.09    17.71    18.35    26.63    10.79     1.00     0.30    80.06     1.25
 8179.67    -4.19    17.67    18.32    26.59    10.79     1.00     0.30    80.07     1.25
 8179.83    -4.28    17.64    18.28    26.56    10.79     1.00     0.30    80.07     1.25
 8180.00    -4.37    17.60    18.25    26.52    10.79     1.00     0.30    80.07     1.25
 8180.17    -4.44    17.57    18.21    26.49    10.79     1.00     0.30    80.08     1.25
 8180.33    -4.49    17.53    18.18    26.45    10.79     1.00     0.30    80.09     1.25
 8180.50    -4.54    17.50    18.15    26.42    10.79     1.00     0.30    80.09     1.25
 8180.67    -4.58    17.47    18.12    26.39    10.79     1.00     0.30    80.10     1.25
 8180.83    -4.63    17.45    18.09    26.37    10.79     1.00     0.30    80.11     1.25
 8181.00    -4.68    17.42    18.06    26.34    10.80     1.00     0.30    80.12     1.25
 8181.17    -4.73    17.40    18.04    26.32    10.80     1.00     0.30    80.13     1.25
 8181.33    -4.79    17.37    18.01    26.29    10.80     1.00     0.30    80.15     1.25
 8181.50    -4.84    17.34    17.99    26.27    10.80     1.00     0.30    80.16     1.25
 8181.67    -4.89    17.32    17.96    26.24    10.80     1.00     0.30    80.18     1.25
 8181.83    -4.94    17.30    17.94    26.22    10.80     1.00     0.30    80.20     1.25
 8182.00    -4.99    17.27    17.92    26.20    10.81     1.00     0.30    80.22     1.25
 8182.17    -5.06    17.25    17.89    26.18    10.81     1.00     0.30    80.25     1.25
 8182.33    -5.14    17.22    17.87    26.15    10.81     1.00     0.30    80.28     1.25
 8182.50    -5.22    17.19    17.84    26.13    10.82     1.00     0.30    80.32     1.25
 8182.67    -5.30    17.16    17.81    26.10    10.83     1.00     0.30    80.36     1.25
